n,rt_qs,rt_ms,c_qs,c_ms
100,18,92,608,316
100,18,75,593,316
100,19,93,672,316
100,16,76,710,316
100,28,85,646,316
100,16,75,797,316
100,19,97,742,316
100,14,74,635,316
100,17,81,697,316
100,18,79,594,316
100,15,72,659,316
100,19,82,650,316
100,15,73,600,316
100,15,77,616,316
100,15,74,686,316
100,15,77,590,316
100,18,78,645,316
100,16,76,661,316
100,17,81,659,316
100,15,75,615,316
100,20,84,674,316
100,15,73,629,316
100,19,91,666,316
100,18,91,684,316
100,16,75,623,316
100,19,82,625,316
100,16,74,650,316
100,14,79,566,316
100,17,94,596,316
100,15,75,681,316
100,18,84,747,316
100,16,79,825,316
100,14,73,592,316
100,17,81,617,316
100,17,77,645,316
100,15,73,732,316
100,17,83,583,316
100,17,79,625,316
100,14,75,573,316
100,14,73,613,316
100,14,79,583,316
100,14,73,617,316
100,15,74,675,316
100,16,76,610,316
100,18,73,764,316
100,16,74,637,316
100,14,74,586,316
100,13,77,640,316
100,20,79,810,316
100,16,78,822,316
100,19,80,639,316
100,16,74,865,316
100,14,74,635,316
100,14,74,625,316
100,15,76,703,316
100,16,78,586,316
100,18,76,763,316
100,16,78,647,316
100,19,83,623,316
100,19,79,544,316
100,16,95,612,316
100,14,74,558,316
100,18,82,674,316
100,20,76,684,316
100,17,98,607,316
100,16,75,642,316
100,14,73,656,316
100,14,74,692,316
100,18,92,585,316
100,14,76,663,316
100,14,75,715,316
100,19,89,634,316
100,14,79,716,316
100,15,74,673,316
100,13,75,609,316
100,16,80,640,316
100,19,89,715,316
100,15,78,630,316
100,15,74,880,316
100,18,81,563,316
100,15,82,606,316
100,15,81,649,316
100,19,96,583,316
100,18,93,625,316
100,15,73,579,316
100,15,74,675,316
100,21,91,743,316
100,15,84,690,316
100,20,91,668,316
100,20,91,685,316
100,18,107,641,316
100,14,83,565,316
100,17,95,606,316
100,17,79,589,316
100,17,79,644,316
100,14,77,661,316
100,15,74,609,316
100,14,75,628,316
100,20,86,694,316
100,14,76,609,316
100,17,81,834,316
100,17,94,578,316
100,21,94,681,316
100,14,73,659,316
100,19,78,580,316
100,14,74,621,316
100,14,75,686,316
100,15,82,592,316
100,14,71,700,316
100,15,74,701,316
100,14,83,622,316
100,15,74,555,316
100,14,75,596,316
100,18,81,607,316
100,18,91,635,316
100,15,80,580,316
100,13,75,588,316
100,20,86,784,316
100,15,74,694,316
100,15,74,625,316
100,19,95,653,316
100,15,77,684,316
100,15,74,650,316
100,17,93,605,316
100,20,84,752,316
100,18,78,589,316
100,16,75,561,316
100,14,75,619,316
100,16,73,659,316
100,18,73,676,316
100,18,93,611,316
100,15,76,651,316
100,15,73,692,316
100,16,75,698,316
100,14,75,597,316
100,14,74,619,316
100,17,95,646,316
100,18,98,680,316
100,15,75,588,316
100,19,93,684,316
100,18,94,658,316
100,13,75,613,316
100,18,92,712,316
100,15,78,665,316
100,17,75,616,316
100,15,75,603,316
100,16,79,722,316
100,16,75,771,316
100,15,77,585,316
100,21,93,673,316
100,15,78,642,316
100,17,76,590,316
100,14,74,646,316
100,15,74,678,316
100,13,78,654,316
100,19,87,615,316
100,13,73,595,316
100,15,74,636,316
100,19,91,587,316
100,14,75,780,316
100,19,78,541,316
100,18,76,717,316
100,16,75,620,316
100,14,77,584,316
100,14,76,645,316
100,14,74,642,316
100,14,72,672,316
100,24,101,659,316
100,18,74,603,316
100,14,74,632,316
100,15,76,641,316
100,17,75,610,316
100,18,79,657,316
100,14,73,664,316
100,33,97,592,316
100,18,118,671,316
100,14,74,626,316
100,14,82,606,316
100,15,73,701,316
100,18,77,721,316
100,18,80,594,316
100,18,78,718,316
100,19,83,632,316
100,18,83,593,316
100,16,89,581,316
100,14,75,592,316
100,16,75,584,316
100,21,89,712,316
100,14,77,657,316
100,15,134,686,316
100,14,74,605,316
100,14,75,658,316
100,15,76,725,316
100,18,99,662,316
100,15,77,619,316
100,18,92,662,316
100,15,79,807,316
100,14,82,664,316
100,14,74,686,316
100,15,81,594,316
100,15,75,707,316
100,17,82,722,316
100,15,80,619,316
100,19,91,562,316
100,15,74,618,316
100,20,89,652,316
100,14,74,610,316
100,14,75,548,316
100,16,74,739,316
100,15,74,696,316
100,14,74,693,316
100,14,75,674,316
100,17,85,651,316
100,14,76,611,316
100,15,75,661,316
100,15,81,589,316
100,14,75,653,316
100,13,74,576,316
100,16,75,703,316
100,16,73,713,316
100,14,73,599,316
100,13,74,682,316
100,15,76,628,316
100,18,89,594,316
100,20,75,587,316
100,14,74,690,316
100,13,74,640,316
100,15,74,677,316
100,18,77,610,316
100,19,93,655,316
100,15,83,656,316
100,16,79,582,316
100,13,82,574,316
100,18,82,662,316
100,17,81,640,316
100,19,86,739,316
100,14,80,604,316
100,15,74,670,316
100,13,73,580,316
100,20,104,736,316
100,15,74,653,316
100,20,85,751,316
100,13,74,589,316
100,16,74,635,316
100,17,83,632,316
100,14,75,668,316
100,13,71,641,316
100,14,75,726,316
100,14,73,573,316
100,17,74,665,316
100,19,92,709,316
100,15,75,616,316
100,15,72,581,316
100,16,77,578,316
100,16,80,782,316
100,14,79,601,316
100,14,75,588,316
100,22,91,729,316
100,15,76,610,316
100,17,79,635,316
100,15,76,670,316
100,17,77,589,316
100,19,84,672,316
100,14,75,611,316
100,14,77,615,316
100,13,72,668,316
100,15,74,626,316
100,15,75,626,316
100,19,91,652,316
100,14,75,679,316
100,14,75,614,316
100,15,74,619,316
100,13,73,619,316
100,15,75,597,316
100,15,74,723,316
100,16,73,643,316
100,14,74,681,316
100,13,73,667,316
100,16,75,628,316
100,17,101,703,316
100,15,75,680,316
100,24,109,636,316
100,20,90,741,316
100,18,81,671,316
100,15,75,688,316
100,14,75,654,316
100,14,74,660,316
100,18,90,616,316
100,16,76,598,316
100,17,84,645,316
100,14,75,558,316
100,20,88,683,316
100,19,84,673,316
100,15,73,634,316
100,16,75,634,316
100,14,73,633,316
100,14,74,623,316
100,14,75,661,316
100,15,75,751,316
100,15,73,788,316
100,18,94,604,316
100,14,72,618,316
100,14,80,615,316
100,14,73,629,316
100,14,73,786,316
100,18,92,667,316
100,14,79,595,316
100,13,74,628,316
100,15,73,608,316
100,17,74,643,316
100,17,78,580,316
100,14,74,624,316
100,18,83,678,316
100,14,74,607,316
100,19,90,671,316
100,14,73,713,316
100,13,75,685,316
100,15,81,703,316
100,19,94,657,316
100,15,73,650,316
100,15,74,727,316
100,14,76,695,316
100,17,89,590,316
100,15,73,697,316
100,17,87,648,316
100,13,75,543,316
100,16,74,646,316
100,14,72,674,316
100,14,72,638,316
100,16,75,641,316
100,14,75,753,316
100,14,73,818,316
100,14,72,598,316
100,14,75,607,316
100,19,83,611,316
100,16,75,608,316
100,15,75,822,316
100,15,73,722,316
100,20,80,625,316
100,16,87,718,316
100,19,94,687,316
100,20,91,647,316
100,15,77,644,316
100,15,75,589,316
100,15,74,780,316
100,18,94,616,316
100,16,74,710,316
100,16,86,628,316
100,21,91,680,316
100,15,84,603,316
100,17,86,597,316
100,14,78,650,316
100,18,95,605,316
100,16,87,593,316
100,18,92,705,316
100,18,90,592,316
100,19,93,600,316
100,14,76,645,316
100,19,91,621,316
100,15,75,620,316
100,15,74,674,316
100,15,75,569,316
100,14,75,594,316
100,17,95,591,316
100,14,74,599,316
100,15,76,673,316
100,14,75,671,316
100,15,73,743,316
100,21,80,743,316
100,13,73,560,316
100,16,77,648,316
100,21,74,701,316
100,14,72,662,316
100,14,77,632,316
100,15,90,640,316
100,20,83,804,316
100,14,73,598,316
100,14,73,624,316
100,15,76,687,316
100,16,78,674,316
100,15,75,640,316
100,14,74,633,316
100,14,75,683,316
100,19,73,641,316
100,14,73,596,316
100,17,85,808,316
100,14,74,683,316
100,14,75,663,316
100,15,74,652,316
100,14,73,593,316
100,14,74,630,316
100,14,74,597,316
100,15,73,649,316
100,14,73,700,316
100,16,74,871,316
100,15,76,691,316
100,18,82,663,316
100,15,75,732,316
100,14,75,638,316
100,14,75,588,316
100,14,78,642,316
100,14,73,616,316
100,13,71,622,316
100,14,73,613,316
100,15,75,793,316
100,14,73,586,316
100,14,73,679,316
100,19,91,627,316
100,15,73,630,316
100,13,75,589,316
100,18,79,636,316
100,13,74,611,316
100,14,73,615,316
100,16,75,605,316
100,16,76,712,316
100,19,92,797,316
100,16,73,677,316
100,20,92,638,316
100,14,75,618,316
100,16,75,719,316
100,14,73,660,316
100,15,80,618,316
100,14,73,596,316
100,14,74,557,316
100,14,74,662,316
100,14,72,653,316
100,14,73,649,316
100,17,86,570,316
100,15,80,589,316
100,13,75,546,316
100,14,76,629,316
100,13,75,572,316
100,15,75,765,316
100,14,73,615,316
100,19,93,626,316
100,16,75,669,316
100,15,72,651,316
100,20,117,613,316
100,16,76,714,316
100,18,92,685,316
100,13,77,588,316
100,15,74,668,316
100,13,74,640,316
100,15,76,602,316
100,14,72,726,316
100,19,101,788,316
100,16,106,531,316
100,18,101,809,316
100,19,89,720,316
100,13,85,587,316
100,20,88,691,316
100,19,82,582,316
100,17,88,607,316
100,18,93,654,316
100,20,89,685,316
100,18,111,646,316
100,18,85,670,316
100,15,172,623,316
100,18,89,713,316
100,19,94,684,316
100,19,81,683,316
100,18,93,595,316
100,18,101,630,316
100,19,87,608,316
100,18,90,662,316
100,17,95,612,316
100,18,90,631,316
100,19,94,624,316
100,21,90,692,316
100,17,84,658,316
100,18,87,613,316
100,18,90,614,316
100,20,94,654,316
100,16,97,602,316
100,19,88,662,316
100,19,85,794,316
100,16,77,641,316
100,19,86,679,316
100,19,102,633,316
100,18,79,649,316
100,18,83,582,316
100,15,77,548,316
100,20,92,703,316
100,19,124,684,316
100,19,100,662,316
100,17,225,608,316
100,19,88,742,316
100,17,89,648,316
100,18,85,558,316
100,18,89,678,316
100,18,88,565,316
100,17,111,593,316
100,19,88,610,316
100,17,114,579,316
100,17,92,609,316
100,19,107,670,316
100,20,85,807,316
100,18,80,607,316
100,19,97,568,316
100,17,95,601,316
100,19,85,623,316
100,18,85,634,316
100,18,83,587,316
100,16,74,558,316
100,30,74,603,316
100,16,85,646,316
100,18,93,608,316
100,18,105,649,316
100,18,80,610,316
100,21,79,766,316
100,13,76,637,316
100,16,81,760,316
100,14,74,741,316
100,16,75,734,316
100,14,72,647,316
100,15,74,706,316
100,17,93,612,316
100,14,77,700,316
100,18,88,637,316
100,14,74,682,316
100,14,77,608,316
100,14,73,638,316
100,15,75,641,316
100,20,90,723,316
100,17,93,583,316
100,15,74,678,316
100,16,77,636,316
100,15,73,661,316
100,14,72,612,316
100,19,94,602,316
100,13,73,572,316
100,15,78,667,316
100,14,72,579,316
100,13,72,562,316
100,14,75,621,316
100,22,80,623,316
100,20,93,728,316
100,19,81,615,316
100,18,78,630,316
100,19,81,653,316
100,14,73,612,316
100,18,87,602,316
100,20,90,662,316
100,19,87,605,316
100,16,73,689,316
100,19,88,719,316
100,14,75,657,316
100,19,91,633,316
100,13,74,567,316
100,17,91,650,316
100,17,91,706,316
100,19,91,651,316
100,21,95,655,316
100,15,74,685,316
100,15,74,663,316
100,18,92,606,316
100,15,77,585,316
100,17,82,774,316
100,18,82,603,316
100,15,76,596,316
100,16,81,687,316
100,19,88,701,316
100,15,75,632,316
100,15,74,725,316
100,19,92,687,316
100,18,80,882,316
100,18,92,614,316
100,19,93,590,316
100,15,75,749,316
100,18,88,677,316
100,19,92,589,316
100,19,92,612,316
100,20,84,828,316
100,15,84,733,316
100,17,88,582,316
100,17,94,633,316
100,13,77,582,316
100,15,89,631,316
100,19,91,663,316
100,19,82,643,316
100,14,114,645,316
100,20,93,666,316
100,15,76,645,316
100,14,74,659,316
100,15,75,595,316
100,15,75,696,316
100,15,75,643,316
100,14,77,595,316
100,15,74,638,316
100,16,76,739,316
100,15,76,595,316
100,15,75,695,316
100,15,73,695,316
100,15,73,570,316
100,15,74,648,316
100,14,74,661,316
100,15,75,677,316
100,15,73,581,316
100,15,76,615,316
100,15,74,771,316
100,15,78,704,316
100,14,74,558,316
100,14,74,629,316
100,15,72,641,316
100,15,72,626,316
100,14,75,543,316
100,14,79,742,316
100,15,79,564,316
100,14,74,728,316
100,15,76,718,316
100,15,75,775,316
100,15,74,688,316
100,13,73,569,316
1000,224,765,11822,4932
1000,211,764,10666,4932
1000,211,770,10322,4932
1000,260,881,10137,4932
1000,218,798,11231,4932
1000,216,772,11008,4932
1000,215,775,10560,4932
1000,221,765,11228,4932
1000,204,766,10607,4932
1000,265,920,10748,4932
1000,207,777,10612,4932
1000,210,770,9910,4932
1000,229,769,10720,4932
1000,225,769,12127,4932
1000,255,794,10356,4932
1000,276,1066,10808,4932
1000,215,782,10673,4932
1000,200,764,10265,4932
1000,253,932,10671,4932
1000,211,759,10813,4932
1000,272,794,12261,4932
1000,213,765,11014,4932
1000,209,764,10418,4932
1000,220,767,10805,4932
1000,216,802,11058,4932
1000,211,767,10607,4932
1000,302,991,11599,4932
1000,215,769,10746,4932
1000,271,883,11005,4932
1000,213,765,11386,4932
1000,217,766,11325,4932
1000,263,904,10801,4932
1000,222,762,11713,4932
1000,202,750,10761,4932
1000,271,908,11210,4932
1000,204,770,10446,4932
1000,210,936,10436,4932
1000,207,773,10718,4932
1000,259,846,11347,4932
1000,207,756,10717,4932
1000,202,765,10028,4932
1000,206,751,10650,4932
1000,229,770,10663,4932
1000,209,765,9999,4932
1000,223,755,11076,4932
1000,211,805,10778,4932
1000,203,759,9584,4932
1000,273,771,10613,4932
1000,210,776,10963,4932
1000,277,946,12158,4932
1000,206,775,10170,4932
1000,219,754,10983,4932
1000,220,761,11001,4932
1000,243,949,10220,4932
1000,222,754,11080,4932
1000,218,938,10614,4932
1000,230,758,12436,4932
1000,215,764,11463,4932
1000,215,781,10653,4932
1000,239,935,11971,4932
1000,265,833,10657,4932
1000,208,948,11049,4932
1000,206,822,10173,4932
1000,208,765,10780,4932
1000,250,915,10557,4932
1000,250,772,10703,4932
1000,220,750,11498,4932
1000,262,780,11301,4932
1000,207,768,10357,4932
1000,211,754,10949,4932
1000,219,763,11204,4932
1000,219,761,11567,4932
1000,214,756,10979,4932
1000,232,946,10423,4932
1000,213,760,10931,4932
1000,221,763,11401,4932
1000,214,761,11741,4932
1000,208,750,10389,4932
1000,206,765,11022,4932
1000,214,783,11792,4932
1000,234,768,11131,4932
1000,219,760,12141,4932
1000,223,816,10300,4932
1000,220,762,10927,4932
1000,229,760,10985,4932
1000,212,763,10408,4932
1000,216,761,10398,4932
1000,224,778,11755,4932
1000,220,769,11617,4932
1000,222,850,11438,4932
1000,218,762,11590,4932
1000,205,780,10146,4932
1000,206,774,10570,4932
1000,205,771,11170,4932
1000,212,769,11764,4932
1000,203,761,9921,4932
1000,216,760,10643,4932
1000,207,762,11292,4932
1000,228,764,10904,4932
1000,218,772,10252,4932
1000,217,796,11276,4932
1000,224,826,12548,4932
1000,212,781,11070,4932
1000,219,760,10928,4932
1000,226,802,10983,4932
1000,223,772,11127,4932
1000,205,762,11102,4932
1000,243,776,12397,4932
1000,208,764,10382,4932
1000,213,764,10828,4932
1000,209,765,11018,4932
1000,205,761,10938,4932
1000,217,760,10703,4932
1000,212,759,10138,4932
1000,221,754,11093,4932
1000,265,763,10283,4932
1000,295,886,10980,4932
1000,236,763,12177,4932
1000,215,758,10919,4932
1000,221,763,11319,4932
1000,209,762,10346,4932
1000,212,757,11166,4932
1000,222,765,10517,4932
1000,212,767,11556,4932
1000,221,763,11517,4932
1000,209,816,10220,4932
1000,218,779,10675,4932
1000,337,787,10600,4932
1000,218,787,10478,4932
1000,211,764,11335,4932
1000,216,777,11824,4932
1000,221,887,10678,4932
1000,263,832,10490,4932
1000,203,783,9975,4932
1000,216,832,10425,4932
1000,204,763,11747,4932
1000,210,777,10215,4932
1000,252,921,10436,4932
1000,215,769,11154,4932
1000,292,962,12557,4932
1000,205,771,11349,4932
1000,198,746,10744,4932
1000,207,765,10440,4932
1000,229,796,10949,4932
1000,263,798,11315,4932
1000,284,942,11468,4932
1000,258,775,11478,4932
1000,282,1002,10700,4932
1000,220,795,11269,4932
1000,209,761,10679,4932
1000,252,775,10574,4932
1000,253,852,10862,4932
1000,209,812,10558,4932
1000,208,762,9906,4932
1000,248,763,12291,4932
1000,240,816,9958,4932
1000,264,922,10701,4932
1000,231,775,12300,4932
1000,234,766,11863,4932
1000,260,853,10594,4932
1000,277,914,11803,4932
1000,263,846,11352,4932
1000,228,757,12210,4932
1000,274,845,11463,4932
1000,217,783,10977,4932
1000,250,786,10396,4932
1000,216,758,11166,4932
1000,266,819,10815,4932
1000,252,940,11711,4932
1000,218,754,12025,4932
1000,212,759,11005,4932
1000,227,764,11023,4932
1000,237,795,10728,4932
1000,218,766,11212,4932
1000,214,767,11046,4932
1000,231,785,13037,4932
1000,273,855,10934,4932
1000,216,775,11013,4932
1000,216,786,9945,4932
1000,220,770,11603,4932
1000,212,756,11132,4932
1000,214,775,10313,4932
1000,267,898,10438,4932
1000,216,758,10756,4932
1000,212,757,10693,4932
1000,285,888,12244,4932
1000,211,757,10590,4932
1000,209,754,10807,4932
1000,202,762,10670,4932
1000,217,761,11863,4932
1000,209,775,10437,4932
1000,232,768,10548,4932
1000,257,875,10914,4932
1000,209,770,11009,4932
1000,225,772,10694,4932
1000,230,764,10083,4932
1000,233,773,11275,4932
1000,225,767,11638,4932
1000,209,750,11609,4932
1000,257,853,10656,4932
1000,215,761,11219,4932
1000,339,915,10599,4932
1000,225,785,10590,4932
1000,219,816,10272,4932
1000,208,775,10624,4932
1000,295,770,11619,4932
1000,213,792,10889,4932
1000,263,1003,11112,4932
1000,217,768,10189,4932
1000,215,770,10761,4932
1000,229,758,10534,4932
1000,212,862,11133,4932
1000,197,748,10516,4932
1000,206,764,10603,4932
1000,222,793,10860,4932
1000,210,783,10438,4932
1000,298,761,10760,4932
1000,211,749,11286,4932
1000,248,817,10994,4932
1000,238,776,10088,4932
1000,378,964,10023,4932
1000,223,760,12227,4932
1000,267,800,10926,4932
1000,226,757,11076,4932
1000,261,834,10629,4932
1000,211,770,10385,4932
1000,306,784,10752,4932
1000,254,759,11205,4932
1000,251,1123,10886,4932
1000,214,769,10956,4932
1000,259,857,10653,4932
1000,259,896,11382,4932
1000,260,768,11668,4932
1000,246,764,10502,4932
1000,298,861,10914,4932
1000,216,753,11146,4932
1000,297,904,10972,4932
1000,200,760,10314,4932
1000,239,1077,10551,4932
1000,213,790,10527,4932
1000,268,780,11460,4932
1000,216,761,10188,4932
1000,292,906,11422,4932
1000,231,766,10896,4932
1000,222,778,11039,4932
1000,244,786,10836,4932
1000,233,790,10743,4932
1000,229,751,10896,4932
1000,269,992,11707,4932
1000,223,1021,11727,4932
1000,272,909,10580,4932
1000,248,784,10422,4932
1000,321,853,11043,4932
1000,224,772,11489,4932
1000,277,855,10567,4932
1000,210,819,10859,4932
1000,268,852,11338,4932
1000,215,765,11925,4932
1000,269,837,10446,4932
1000,204,752,10674,4932
1000,236,789,11111,4932
1000,240,774,11665,4932
1000,257,866,10705,4932
1000,265,850,10246,4932
1000,262,833,10343,4932
1000,202,756,9981,4932
1000,266,877,10625,4932
1000,304,935,10586,4932
1000,269,809,11509,4932
1000,208,821,10003,4932
1000,284,806,10471,4932
1000,208,757,10902,4932
1000,243,800,10993,4932
1000,211,775,10453,4932
1000,223,832,11281,4932
1000,341,865,11473,4932
1000,267,763,11843,4932
1000,216,770,10857,4932
1000,222,762,10843,4932
1000,213,761,10803,4932
1000,297,969,10786,4932
1000,220,763,11287,4932
1000,203,757,10156,4932
1000,225,752,10623,4932
1000,201,751,10494,4932
1000,222,763,10750,4932
1000,220,822,11741,4932
1000,266,797,10732,4932
1000,216,762,9992,4932
1000,270,823,11543,4932
1000,205,762,11329,4932
1000,301,1102,11895,4932
1000,213,787,11089,4932
1000,290,767,11939,4932
1000,212,773,10716,4932
1000,205,920,9741,4932
1000,217,749,11102,4932
1000,267,845,11202,4932
1000,209,783,10710,4932
1000,215,766,11276,4932
1000,231,755,11259,4932
1000,243,928,12105,4932
1000,268,764,11459,4932
1000,224,777,11654,4932
1000,213,765,10370,4932
1000,202,756,10306,4932
1000,229,838,10422,4932
1000,218,776,11204,4932
1000,245,759,12569,4932
1000,240,948,10947,4932
1000,271,759,11706,4932
1000,313,781,11566,4932
1000,308,777,11799,4932
1000,202,777,9995,4932
1000,279,797,11179,4932
1000,199,757,10226,4932
1000,275,849,11573,4932
1000,199,801,9978,4932
1000,236,796,10626,4932
1000,206,756,11248,4932
1000,206,825,10608,4932
1000,224,774,11280,4932
1000,254,957,10945,4932
1000,230,759,11834,4932
1000,210,775,11536,4932
1000,244,947,10588,4932
1000,209,826,10428,4932
1000,323,759,10744,4932
1000,260,904,10280,4932
1000,215,770,10728,4932
1000,296,904,10566,4932
1000,289,815,10373,4932
1000,222,826,11455,4932
1000,284,994,10837,4932
1000,306,929,12867,4932
1000,323,836,11743,4932
1000,404,1165,11117,4932
1000,279,972,11469,4932
1000,318,1122,11138,4932
1000,274,902,10764,4932
1000,18404,919,12046,4932
1000,262,911,10155,4932
1000,221,772,12013,4932
1000,257,875,10543,4932
1000,260,767,11894,4932
1000,275,923,10788,4932
1000,202,788,10947,4932
1000,253,845,11400,4932
1000,287,1043,10836,4932
1000,421,1235,11131,4932
1000,305,1174,10322,4932
1000,273,955,10856,4932
1000,307,1117,10737,4932
1000,278,1054,11204,4932
1000,360,1076,11213,4932
1000,310,777,11347,4932
1000,312,1079,11406,4932
1000,287,1015,11174,4932
1000,301,1080,11254,4932
1000,286,1268,11509,4932
1000,244,829,11260,4932
1000,280,1002,12314,4932
1000,316,982,10504,4932
1000,225,830,11765,4932
1000,328,922,10582,4932
1000,399,824,11366,4932
1000,369,1049,11206,4932
1000,316,789,11176,4932
1000,246,838,10121,4932
